date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:52:29	186723/186723	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:28%20GMT	https://new.novardis.com/en/service/digital-transformation/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/service/digital-transformation/index.html	(from https://new.novardis.com/en/)
12:52:29	195432/195432	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:29%20GMT	https://new.novardis.com/en/service/support-maintenance-of-systems/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/service/support-maintenance-of-systems/index.html	(from https://new.novardis.com/en/)
12:52:29	21068/21068	---M-Z	200	added ('OK')	application/javascript	etag:%2208a7370d033d21:0%22	https://ajax.aspnetcdn.com/ajax/jquery.validate/1.11.1/jquery.validate.min.js?ver=1.0	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/ajax.aspnetcdn.com/ajax/jquery.validate/1.11.1/jquery.validate.min5152.js	(from https://new.novardis.com/en/)
12:52:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:29%20GMT	https://new.novardis.com/en/solution/transport-logistics-sap-tm/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/transport-logistics-sap-tm/index.html	(from https://new.novardis.com/en/)
12:52:31	36978/36978	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ced-9072%22	https://cdnjs.cloudflare.com/ajax/libs/AlertifyJS/1.13.1/alertify.min.js?ver=1.0	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/cdnjs.cloudflare.com/ajax/libs/AlertifyJS/1.13.1/alertify.min5152.js	(from https://new.novardis.com/en/)
12:52:31	178834/178834	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:30%20GMT	https://new.novardis.com/en/solution/custom-development/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/custom-development/index.html	(from https://new.novardis.com/en/)
12:52:31	191812/191812	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:30%20GMT	https://new.novardis.com/en/solution/warehouse-management-sap-ewm/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/warehouse-management-sap-ewm/index.html	(from https://new.novardis.com/en/)
12:52:31	178854/178854	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:30%20GMT	https://new.novardis.com/en/solution/analytical-reporting-sap-bw/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/analytical-reporting-sap-bw/index.html	(from https://new.novardis.com/en/)
12:52:32	76009/76009	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec3-128e9%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.inputmask/3.3.4/jquery.inputmask.bundle.min.js?ver=1.0	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/cdnjs.cloudflare.com/ajax/libs/jquery.inputmask/3.3.4/jquery.inputmask.bundle.min5152.js	(from https://new.novardis.com/en/)
12:52:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:31%20GMT	https://new.novardis.com/en/solution/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/index.html	(from https://new.novardis.com/en/)
12:52:32	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-a76f%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.js?ver=1.0	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min5152.js	(from https://new.novardis.com/en/)
12:52:32	185475/185475	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:31%20GMT	https://new.novardis.com/en/solution/analysis-of-business-process-mining/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/analysis-of-business-process-mining/index.html	(from https://new.novardis.com/en/)
12:52:33	195775/195775	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:32%20GMT	https://new.novardis.com/en/project/biocad/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/biocad/index.html	(from https://new.novardis.com/en/)
12:52:33	150191/150191	---MCZ	200	added ('OK')	application/javascript	etag:W/%226296825c-24aaf%22	https://new.novardis.com/wp-content/themes/novardis/assets/js/main.js?ver=1.0	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/themes/novardis/assets/js/main5152.js	(from https://new.novardis.com/en/)
12:52:33	194264/194264	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:32%20GMT	https://new.novardis.com/en/project/mvideo/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/mvideo/index.html	(from https://new.novardis.com/en/)
12:52:33	0/0	---M--	200	added ('OK')	application/javascript	etag:%22628cd899-0%22	https://new.novardis.com/browser.js?ver=1.0	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/browser5152.js	(from https://new.novardis.com/en/)
12:52:33	194316/194316	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:33%20GMT	https://new.novardis.com/en/project/lenta-2-2/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/lenta-2-2/index.html	(from https://new.novardis.com/en/)
12:52:35	884/884	---MC-	200	added ('OK')	text/javascript	date:Sun,%2005%20Jun%202022%2007:22:33%20GMT	https://www.google.com/recaptcha/api.js?render=6LdWrNAfAAAAAFiMZGBEhyz25IbKxs6Xxt1LywG0&ver=3.0	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/www.google.com/recaptcha/apifd1c.js	(from https://new.novardis.com/en/)
12:52:35	195059/195059	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:34%20GMT	https://new.novardis.com/en/project/faberlic/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/faberlic/index.html	(from https://new.novardis.com/en/)
12:52:35	195589/195589	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:34%20GMT	https://new.novardis.com/en/project/severstal/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/severstal/index.html	(from https://new.novardis.com/en/)
12:52:35	195106/195106	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:34%20GMT	https://new.novardis.com/en/project/heineken/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/heineken/index.html	(from https://new.novardis.com/en/)
12:52:36	999/999	---MCZ	200	added ('OK')	application/javascript	etag:W/%226276dc4a-3e7%22	https://new.novardis.com/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=5.5.6	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/plugins/contact-form-7/modules/recaptcha/index5406.js	(from https://new.novardis.com/en/)
12:52:36	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:35%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/)
12:52:36	176672/176672	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:35%20GMT	https://new.novardis.com/en/feedback/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/feedback/index.html	(from https://new.novardis.com/en/)
12:52:36	179194/179194	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:36%20GMT	https://new.novardis.com/en/company/team/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company/team/index.html	(from https://new.novardis.com/en/)
12:52:37	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:36%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/)
12:52:39	230569/230569	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:36%20GMT	https://new.novardis.com/en/solution/transportation-management-sap-tm/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/transportation-management-sap-tm/index.html	(from https://new.novardis.com/en/)
12:52:39	176022/176022	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:37%20GMT	https://new.novardis.com/en/internship/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/internship/index.html	(from https://new.novardis.com/en/)
12:52:39	175276/175276	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:37%20GMT	https://new.novardis.com/en/map/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/map/index.html	(from https://new.novardis.com/en/)
12:52:40	173734/173734	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:36%20GMT	https://new.novardis.com/en/vacancy/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/vacancy/index.html	(from https://new.novardis.com/en/)
12:52:42	185359/185359	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:39%20GMT	https://new.novardis.com/en/terms-of-use/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/terms-of-use/index.html	(from https://new.novardis.com/en/)
12:52:43	181218/181218	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:40%20GMT	https://new.novardis.com/en/cookie/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/cookie/index.html	(from https://new.novardis.com/en/)
12:52:43	177317/177317	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:39%20GMT	https://new.novardis.com/en/privacy/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/privacy/index.html	(from https://new.novardis.com/en/)
12:52:44	168304/168304	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:40%20GMT	https://new.novardis.com/en/search/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/search/index.html	(from https://new.novardis.com/en/)
12:52:45	192644/192644	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:43%20GMT	https://new.novardis.com/en/solution/ecom-sap-commerce-cloud/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/ecom-sap-commerce-cloud/index.html	(from https://new.novardis.com/en/)
12:52:46	180788/180788	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:43%20GMT	https://new.novardis.com/en/solution/ecom-sap-marketing-cloud/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/ecom-sap-marketing-cloud/index.html	(from https://new.novardis.com/en/)
12:52:47	178837/178837	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:44%20GMT	https://new.novardis.com/en/solution/ecom-marketplaces/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/ecom-marketplaces/index.html	(from https://new.novardis.com/en/)
12:52:48	183577/183577	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:43%20GMT	https://new.novardis.com/en/solution/ecom-sap-customer-data-cloud/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/ecom-sap-customer-data-cloud/index.html	(from https://new.novardis.com/en/)
